"Tag Code","Mark Species Name","Mark Rear Type Name","Event Type Name","Event Site Type Description","Event Site Code Value","Event Date Time Value","Antenna ID","Antenna Group Configuration Value","Event Release Site Code Code","Event Release Date Time Value","CTH Count"
"3DD.0077D4CE02","Steelhead","Hatchery Reared","Observation","Adult Fishway","TUF","4/5/2022 4:12:05 PM","A2","110","","","1"
"3DD.0077D4CE02","Steelhead","Hatchery Reared","Observation","Adult Fishway","TUF","4/5/2022 4:19:13 PM","A1","110","","","1"
"3DD.0077D4CEA0","Steelhead","Hatchery Reared","Mark","Acclimation Pond","CHIP","3/1/2019 12:15:52 PM","NA","0","CHIWAR","5/2/2019 3:30:00 PM","1"
"3DD.0077D4CEA0","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","5/7/2022 8:37:48 PM","81","100","","","1"
"3DD.0077D4CEA0","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","5/7/2022 10:23:13 PM","81","100","","","1"
"3DD.0077D4CEA0","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","5/7/2022 11:26:38 PM","81","100","","","1"
"3DD.0077D4CEA0","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","5/8/2022 12:26:36 AM","81","100","","","1"
"3DD.0077D4CEA0","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","5/8/2022 1:26:36 AM","81","100","","","1"
"3DD.0077D4CEA0","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","5/8/2022 2:26:36 AM","81","100","","","1"
"3DD.0077D4CEA0","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","5/8/2022 3:26:38 AM","81","100","","","1"
"3DD.0077D4CEA0","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","5/8/2022 4:28:06 AM","81","100","","","1"
"3DD.0077D4CEA0","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","5/8/2022 6:10:39 AM","81","100","","","1"
"3DD.0077D4CEA0","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","5/8/2022 7:11:18 AM","81","100","","","1"
"3DD.0077D4CEA0","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","5/8/2022 8:11:17 AM","81","100","","","1"
"3DD.0077D4CEA0","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","5/8/2022 9:11:17 AM","81","100","","","1"
"3DD.0077D4CEA0","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","5/8/2022 10:11:17 AM","81","100","","","1"
"3DD.0077D4CEA0","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","5/8/2022 11:11:16 AM","81","100","","","1"
"3DD.0077D4CEA0","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","5/8/2022 12:11:16 PM","81","100","","","1"
"3DD.0077D4CEA0","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","5/8/2022 1:11:16 PM","81","100","","","1"
"3DD.0077D4CEA0","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","5/8/2022 2:11:15 PM","81","100","","","1"
"3DD.0077D4CEA0","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","5/8/2022 3:18:25 PM","81","100","","","1"
"3DD.0077D4CEA0","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHL","5/16/2022 4:13:37 AM","84","100","","","1"
"3DD.0077D793DF","Steelhead","Hatchery Reared","Mark","Acclimation Pond","CHIP","3/8/2018 4:18:25 PM","NA","0","CHIWAR","4/30/2018 1:20:00 PM","1"
"3DD.0077D793DF","Steelhead","Hatchery Reared","Observation","Instream Remote Detection System","CHU","6/6/2022 8:03:21 AM","93","100","","","1"
